bldg_id,in.building_america_climate_zone,in.state,in.heating_fuel,in.interior_lighting_generation,in.service_water_heating_fuel,in.comstock_building_type_group,in.vintage,in.sqft
39022,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,4,37500.0
39053,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,1,37500.0
39077,Hot-Dry,CA,Electricity,gen4_led,FuelOil,Lodging,6,17500.0
39133,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,5,75000.0
39205,Hot-Dry,CA,Electricity,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,17500.0
39230,Marine,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,3,17500.0
39254,Marine,CA,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,5,150000.0
39321,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,4,17500.0
39354,Hot-Dry,CA,Electricity,gen3_t5_cfl,NaturalGas,Office,4,3000.0
39356,Hot-Dry,CA,Electricity,gen3_t5_cfl,Electricity,Warehouse and Storage,6,75000.0
39377,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,3,3000.0
39386,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,17500.0
39455,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,5,75000.0
39507,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,7500.0
39524,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,3,3000.0
39549,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,17500.0
39612,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,2,37500.0
39621,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,3,17500.0
39731,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,4,150000.0
39806,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,4,150000.0
39881,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,0,75000.0
39895,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,4,37500.0
39962,Marine,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,2,17500.0
40167,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,5,75000.0
40277,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,5,37500.0
40280,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Office,0,3000.0
40284,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,3,37500.0
40342,Marine,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,5,37500.0
40355,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,1,37500.0
40357,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,3,17500.0
40461,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,3,75000.0
40476,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,4,3000.0
40512,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,0,75000.0
40591,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,150000.0
40678,Hot-Dry,CA,Propane,gen4_led,Electricity,Lodging,1,7500.0
40727,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,2,3000.0
40784,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Education,4,37500.0
40891,Marine,CA,Electricity,gen4_led,Electricity,Office,2,1000.0
41018,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,0,17500.0
41021,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Food Service,3,3000.0
41125,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,2,37500.0
41145,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,37500.0
41153,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Warehouse and Storage,4,37500.0
41314,Marine,CA,NaturalGas,gen4_led,NaturalGas,Office,5,17500.0
41335,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,2,37500.0
41336,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,3,3000.0
41388,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,3,17500.0
41438,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,5,350000.0
41538,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,5,75000.0
41546,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,3,37500.0
41553,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,1,37500.0
41664,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,5,7500.0
41707,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,5,3000.0
41844,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,6,17500.0
41928,Marine,CA,Electricity,gen4_led,Electricity,Mercantile,7,75000.0
41959,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,3,3000.0
42081,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,3,75000.0
42126,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,17500.0
42140,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,3,7500.0
42260,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,75000.0
42267,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,5,37500.0
42309,Hot-Dry,CA,Propane,gen4_led,Electricity,Warehouse and Storage,2,75000.0
42322,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,0,17500.0
42358,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,5,17500.0
42368,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,4,3000.0
42536,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,37500.0
42546,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,4,3000.0
42552,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,6,75000.0
42631,Marine,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,2,3000.0
42661,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,Electricity,Warehouse and Storage,4,150000.0
42785,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Office,0,17500.0
42793,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,2,37500.0
42944,Hot-Dry,CA,Electricity,gen2_t8_halogen,NaturalGas,Office,4,3000.0
42966,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,1,3000.0
43042,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,2,17500.0
43247,Marine,CA,Electricity,gen4_led,Electricity,Mercantile,3,1000.0
43361,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,5,37500.0
43645,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,3,7500.0
43648,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,7500.0
43692,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,3,17500.0
43899,Hot-Dry,CA,Electricity,gen4_led,Electricity,Food Service,5,3000.0
43903,Marine,CA,Electricity,gen4_led,Electricity,Mercantile,3,37500.0
44024,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,6,7500.0
44086,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,37500.0
44095,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Office,2,3000.0
44185,Marine,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,2,17500.0
44204,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,3,17500.0
44277,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,5,350000.0
44322,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,6,37500.0
44345,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,3,7500.0
44361,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,2,17500.0
44379,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,0,75000.0
44429,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Food Service,2,3000.0
44592,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,2,37500.0
44606,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,0,150000.0
44656,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,6,17500.0
44688,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Food Service,5,17500.0
44801,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Lodging,1,350000.0
44886,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,6,37500.0
44988,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,1,17500.0
44992,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,37500.0
45062,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,5,37500.0
45130,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
45188,Marine,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,2,7500.0
45190,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,2,17500.0
45270,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,3,37500.0
45476,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,17500.0
45542,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,5,1000.0
45583,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,2,37500.0
45701,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Food Service,2,3000.0
45815,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Office,3,7500.0
45816,Marine,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,3,37500.0
45965,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,2,37500.0
46029,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,6,17500.0
46201,Hot-Dry,CA,Electricity,gen2_t8_halogen,NaturalGas,Warehouse and Storage,5,75000.0
46212,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Food Service,0,7500.0
46251,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,17500.0
46287,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,2,17500.0
46499,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,Electricity,Office,3,17500.0
46513,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,6,75000.0
46596,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
46642,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,150000.0
46649,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,6,150000.0
46674,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,0,75000.0
46736,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,3,37500.0
46752,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Food Service,6,3000.0
46795,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,6,75000.0
46874,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,1,37500.0
46877,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,0,75000.0
46910,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,6,17500.0
47002,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,2,3000.0
47014,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,6,37500.0
47338,Marine,CA,NaturalGas,gen4_led,NaturalGas,Food Service,0,3000.0
47342,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Mercantile,5,3000.0
47572,Hot-Dry,CA,Propane,gen4_led,Electricity,Warehouse and Storage,2,75000.0
47595,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,4,7500.0
47704,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Office,0,17500.0
47881,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,0,37500.0
47888,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,75000.0
47923,Marine,CA,NaturalGas,gen4_led,NaturalGas,Office,4,3000.0
47975,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,6,75000.0
48078,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Mercantile,5,150000.0
48125,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,3,75000.0
48185,Hot-Dry,CA,Electricity,gen4_led,Electricity,Food Service,4,17500.0
48295,Cold,CA,Electricity,gen4_led,Electricity,Mercantile,3,17500.0
48505,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,4,37500.0
48509,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,2,37500.0
48524,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Warehouse and Storage,4,17500.0
48591,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,3,37500.0
48677,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,2,75000.0
48729,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Warehouse and Storage,3,350000.0
48755,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,5,350000.0
48824,Marine,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,1000.0
48869,Marine,CA,Electricity,gen4_led,NaturalGas,Warehouse and Storage,1,75000.0
48952,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,6,3000.0
49023,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Food Service,2,3000.0
49062,Marine,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,2,75000.0
49081,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,5,75000.0
49098,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,5,75000.0
49124,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
49161,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,3000.0
49168,Cold,CA,FuelOil,gen4_led,FuelOil,Education,3,75000.0
49241,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Food Service,2,3000.0
49287,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,4,75000.0
49541,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,0,17500.0
49554,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,75000.0
49600,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,5,37500.0
49638,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,Electricity,Mercantile,2,17500.0
49651,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,3,17500.0
49727,Mixed-Dry,CA,NaturalGas,gen3_t5_cfl,Electricity,Mercantile,4,17500.0
49729,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Warehouse and Storage,3,75000.0
49731,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,1,17500.0
49799,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,4,37500.0
49904,Hot-Dry,CA,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,3,17500.0
49956,Hot-Dry,CA,DistrictHeating,gen4_led,DistrictHeating,Office,2,17500.0
50012,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,1,75000.0
50308,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,2,3000.0
50309,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,5,37500.0
50384,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,2,75000.0
50440,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,4,17500.0
50522,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,5,7500.0
50526,Hot-Dry,CA,Propane,gen2_t8_halogen,Electricity,Warehouse and Storage,4,37500.0
50594,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Food Service,1,7500.0
50612,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,4,75000.0
50628,Marine,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,4,37500.0
50683,Hot-Dry,CA,Electricity,gen1_t12_incandescent,Electricity,Warehouse and Storage,5,75000.0
50689,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Mercantile,0,3000.0
50714,Hot-Dry,CA,Electricity,gen4_led,Electricity,Food Service,4,7500.0
50850,Marine,CA,NaturalGas,gen4_led,Electricity,Mercantile,6,37500.0
50934,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,4,75000.0
51038,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,4,1000.0
51234,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Food Service,3,7500.0
51237,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Warehouse and Storage,4,7500.0
51255,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,2,3000.0
51270,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,4,75000.0
51353,Marine,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Warehouse and Storage,7,17500.0
51355,Mixed-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,4,37500.0
51497,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,5,37500.0
51767,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,3,75000.0
51802,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Lodging,6,7500.0
51818,Marine,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,7500.0
51821,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,5,7500.0
51960,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,37500.0
51962,Hot-Dry,CA,Electricity,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,3,75000.0
51979,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,1,7500.0
52019,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,5,75000.0
52050,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,4,3000.0
52248,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,37500.0
52266,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,5,7500.0
52308,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,6,3000.0
52385,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,5,75000.0
52401,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,4,7500.0
52407,Hot-Dry,CA,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,4,75000.0
52434,Marine,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,7,37500.0
52566,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,0,75000.0
52620,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,2,17500.0
52622,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,Electricity,Mercantile,6,17500.0
52658,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,3,150000.0
52673,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,4,17500.0
52826,Mixed-Dry,CA,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,2,7500.0
52908,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Lodging,3,17500.0
53027,Marine,CA,NaturalGas,gen4_led,NaturalGas,Office,6,7500.0
53131,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,17500.0
53179,Marine,CA,NaturalGas,gen4_led,Electricity,Mercantile,2,17500.0
53303,Marine,CA,NaturalGas,gen4_led,NaturalGas,Food Service,0,3000.0
53329,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,5,7500.0
53380,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,6,3000.0
53387,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,6,3000.0
53588,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,4,75000.0
53609,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,7500.0
53689,Marine,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,6,7500.0
53730,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,2,37500.0
53785,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,6,17500.0
53798,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,5,7500.0
53800,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,4,1000.0
53900,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
53961,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Warehouse and Storage,1,75000.0
53973,Hot-Dry,CA,Electricity,gen4_led,Electricity,Mercantile,2,7500.0
54053,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,17500.0
54056,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,37500.0
54108,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,2,75000.0
54126,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,5,3000.0
54137,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
54293,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,0,37500.0
54300,Hot-Dry,CA,Electricity,gen4_led,Electricity,Food Service,2,3000.0
54310,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,2,150000.0
54345,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,37500.0
54356,Marine,CA,Electricity,gen1_t12_incandescent,Electricity,Office,3,17500.0
54488,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,4,75000.0
54741,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,0,37500.0
54834,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,3000.0
54840,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,17500.0
54841,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Office,0,1000.0
54848,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,1000.0
54928,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,2,37500.0
54944,Marine,CA,DistrictHeating,gen2_t8_halogen,Electricity,Office,2,150000.0
54950,Hot-Dry,CA,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,2,17500.0
55146,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,5,17500.0
55498,Hot-Dry,CA,Electricity,gen4_led,Electricity,Food Service,3,1000.0
55546,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,0,3000.0
55697,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,3,75000.0
55706,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Office,5,7500.0
55713,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,6,17500.0
55747,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,Electricity,Office,5,17500.0
55749,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
55881,Mixed-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,4,7500.0
56004,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,1,7500.0
56049,Marine,CA,Electricity,gen1_t12_incandescent,Electricity,Office,6,3000.0
56086,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,6,150000.0
56118,Cold,CO,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,4,17500.0
56135,Cold,CO,Electricity,gen2_t8_halogen,Electricity,Food Service,6,3000.0
56144,Cold,CO,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,5,7500.0
56171,Cold,CO,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
56195,Cold,CO,NaturalGas,gen4_led,Electricity,Education,2,75000.0
56210,Cold,CO,NaturalGas,gen4_led,Electricity,Food Service,6,3000.0
56302,Cold,CO,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,3,37500.0
56305,Very Cold,CO,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,3,3000.0
56420,Cold,CO,NaturalGas,gen4_led,Electricity,Office,1,7500.0
56486,Cold,CO,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,4,7500.0
56518,Cold,CO,NaturalGas,gen2_t8_halogen,Electricity,Office,0,7500.0
56540,Cold,CO,NaturalGas,gen2_t8_halogen,NaturalGas,Education,4,37500.0
56548,Cold,CO,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,6,17500.0
56562,Cold,CO,Electricity,gen2_t8_halogen,Electricity,Mercantile,6,3000.0
56624,Cold,CO,NaturalGas,gen3_t5_cfl,NaturalGas,Office,0,7500.0
56638,Cold,CO,NaturalGas,gen4_led,Electricity,Office,5,3000.0
56719,Cold,CO,NaturalGas,gen4_led,Electricity,Office,2,3000.0
56731,Cold,CO,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,3000.0
56772,Cold,CO,Electricity,gen3_t5_cfl,Electricity,Mercantile,5,17500.0
56783,Cold,CO,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,0,7500.0
56810,Cold,CO,Electricity,gen4_led,Electricity,Mercantile,5,37500.0
56854,Cold,CO,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,5,37500.0
56855,Cold,CO,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,4,37500.0
56970,Cold,CO,Electricity,gen2_t8_halogen,Electricity,Mercantile,6,75000.0
