bldg_id,in.building_america_climate_zone,in.state,in.heating_fuel,in.interior_lighting_generation,in.service_water_heating_fuel,in.comstock_building_type_group,in.vintage,in.sqft
9306,Hot-Dry,AZ,NaturalGas,gen1_t12_incandescent,NaturalGas,Food Service,6,1000.0
9352,Hot-Dry,AZ,Electricity,gen1_t12_incandescent,Electricity,Mercantile,0,17500.0
9440,Mixed-Dry,AZ,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,4,7500.0
9472,Hot-Dry,AZ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,75000.0
9506,Mixed-Dry,AZ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,6,7500.0
9550,Hot-Dry,AZ,Electricity,gen2_t8_halogen,Electricity,Office,5,1000.0
9587,Hot-Dry,AZ,NaturalGas,gen4_led,Electricity,Office,3,3000.0
9860,Hot-Dry,AZ,Electricity,gen2_t8_halogen,NaturalGas,Food Service,6,3000.0
9933,Hot-Dry,AZ,NaturalGas,gen4_led,NaturalGas,Mercantile,1,3000.0
10073,Hot-Dry,AZ,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,5,7500.0
10170,Mixed-Dry,AZ,NaturalGas,gen1_t12_incandescent,Electricity,Warehouse and Storage,6,17500.0
10351,Hot-Dry,AZ,NaturalGas,gen2_t8_halogen,NaturalGas,Education,6,75000.0
10423,Hot-Dry,AZ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,2,17500.0
11254,Hot-Dry,AZ,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,2,17500.0
11392,Hot-Dry,AZ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,5,7500.0
11429,Hot-Dry,AZ,NaturalGas,gen4_led,NaturalGas,Office,4,3000.0
11653,Hot-Dry,AZ,Electricity,gen1_t12_incandescent,Electricity,Mercantile,0,7500.0
11736,Hot-Dry,AZ,Electricity,gen2_t8_halogen,Electricity,Mercantile,6,37500.0
11742,Mixed-Dry,AZ,NaturalGas,gen4_led,NaturalGas,Office,5,1000.0
11827,Mixed-Humid,AR,Electricity,gen4_led,NaturalGas,Office,5,3000.0
11835,Mixed-Humid,AR,Electricity,gen1_t12_incandescent,Electricity,Warehouse and Storage,5,150000.0
11842,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,3,17500.0
11920,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,6,3000.0
11984,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Mercantile,2,17500.0
12020,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Education,1,75000.0
12021,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,4,17500.0
12028,Mixed-Humid,AR,Electricity,gen4_led,NaturalGas,Office,5,3000.0
12075,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,6,1000.0
12133,Mixed-Humid,AR,Electricity,gen4_led,Electricity,Office,3,17500.0
12141,Mixed-Humid,AR,NaturalGas,gen4_led,Electricity,Mercantile,2,37500.0
12271,Mixed-Humid,AR,Electricity,gen4_led,NaturalGas,Mercantile,0,17500.0
12286,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,Electricity,Office,1,7500.0
12292,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Food Service,0,7500.0
12410,Mixed-Humid,AR,Electricity,gen4_led,NaturalGas,Mercantile,3,75000.0
12442,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,5,75000.0
12545,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,4,37500.0
12547,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,2,17500.0
12608,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Office,5,3000.0
12613,Mixed-Humid,AR,Electricity,gen2_t8_halogen,NaturalGas,Office,5,7500.0
12744,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,6,17500.0
12822,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Food Service,5,3000.0
12835,Mixed-Humid,AR,NaturalGas,gen3_t5_cfl,Electricity,Mercantile,6,7500.0
12942,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Mercantile,3,17500.0
12953,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Office,5,17500.0
12967,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Lodging,7,17500.0
13050,Mixed-Humid,AR,Electricity,gen4_led,Electricity,Mercantile,5,37500.0
13052,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,6,17500.0
13068,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,7500.0
13111,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,3,3000.0
13152,Mixed-Humid,AR,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,5,150000.0
13233,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,4,7500.0
13244,Mixed-Humid,AR,Electricity,gen1_t12_incandescent,Electricity,Education,5,37500.0
13250,Mixed-Humid,AR,Electricity,gen4_led,Electricity,Mercantile,6,1000.0
13251,Mixed-Humid,AR,Electricity,gen4_led,Electricity,Warehouse and Storage,5,75000.0
13303,Mixed-Humid,AR,NaturalGas,gen4_led,Electricity,Mercantile,1,17500.0
13362,Mixed-Humid,AR,Electricity,gen3_t5_cfl,Electricity,Mercantile,6,17500.0
13453,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Lodging,0,75000.0
13464,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,3,17500.0
13522,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,5,17500.0
13595,Mixed-Humid,AR,Electricity,gen1_t12_incandescent,Electricity,Mercantile,6,37500.0
13601,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,1000.0
13630,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,6,17500.0
13683,Mixed-Humid,AR,Electricity,gen4_led,Electricity,Warehouse and Storage,7,75000.0
13709,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Food Service,5,3000.0
13736,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Mercantile,2,7500.0
13750,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,0,75000.0
13769,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,Electricity,Mercantile,3,3000.0
13807,Mixed-Humid,AR,Electricity,gen2_t8_halogen,NaturalGas,Food Service,1,7500.0
13813,Mixed-Humid,AR,NaturalGas,gen4_led,NaturalGas,Office,5,3000.0
13853,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Mercantile,1,1000.0
13896,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,5,75000.0
13922,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Office,1,17500.0
14025,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Office,2,7500.0
14043,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,6,150000.0
14104,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Office,6,17500.0
14105,Mixed-Humid,AR,NaturalGas,gen4_led,NaturalGas,Mercantile,6,3000.0
14210,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,5,3000.0
14274,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,5,37500.0
14324,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,4,7500.0
14328,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,6,37500.0
14402,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,4,3000.0
14463,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,1,37500.0
14482,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Office,5,7500.0
14499,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Office,4,3000.0
14540,Mixed-Humid,AR,Electricity,gen1_t12_incandescent,Electricity,Office,0,17500.0
14559,Mixed-Humid,AR,NaturalGas,gen4_led,Electricity,Office,6,3000.0
14606,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,2,37500.0
14607,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,3,17500.0
14651,Mixed-Humid,AR,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,6,75000.0
14706,Mixed-Humid,AR,NaturalGas,gen4_led,NaturalGas,Office,7,17500.0
14749,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,5,17500.0
14767,Mixed-Humid,AR,NaturalGas,gen4_led,NaturalGas,Office,0,3000.0
14797,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,1,7500.0
14815,Mixed-Humid,AR,Electricity,gen2_t8_halogen,Electricity,Office,4,3000.0
14826,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,3,1000.0
14847,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Office,5,3000.0
15037,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,6,37500.0
15086,Mixed-Humid,AR,Electricity,gen2_t8_halogen,NaturalGas,Warehouse and Storage,5,37500.0
15089,Mixed-Humid,AR,Electricity,gen1_t12_incandescent,Electricity,Office,2,75000.0
15091,Mixed-Humid,AR,NaturalGas,gen2_t8_halogen,NaturalGas,Office,2,150000.0
15136,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,1,7500.0
15209,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Food Service,3,17500.0
15218,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,6,17500.0
15239,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,3,17500.0
15297,Marine,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,6,37500.0
15315,Hot-Dry,CA,Propane,gen4_led,Electricity,Warehouse and Storage,4,17500.0
15326,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,1,37500.0
15356,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,37500.0
15405,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,4,3000.0
15554,Hot-Dry,CA,DistrictHeating,gen4_led,Electricity,Education,4,150000.0
15563,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,2,17500.0
15564,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,4,17500.0
15719,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,6,3000.0
15773,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,5,150000.0
15898,Hot-Dry,CA,Electricity,gen3_t5_cfl,Electricity,Warehouse and Storage,4,17500.0
15904,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,5,37500.0
16024,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,2,3000.0
16070,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,1,75000.0
16250,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Mercantile,2,75000.0
16414,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,4,75000.0
16525,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,6,17500.0
16644,Marine,CA,NaturalGas,gen4_led,Electricity,Office,6,3000.0
16789,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,Electricity,Warehouse and Storage,0,75000.0
16859,Hot-Dry,CA,NaturalGas,gen4_led,FuelOil,Warehouse and Storage,0,37500.0
16878,Marine,CA,NaturalGas,gen4_led,Electricity,Office,0,7500.0
