bldg_id,in.building_america_climate_zone,in.state,in.heating_fuel,in.interior_lighting_generation,in.service_water_heating_fuel,in.comstock_building_type_group,in.vintage,in.sqft
28371,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Office,3,17500.0
28390,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Office,5,17500.0
28405,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,5,75000.0
28412,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,3,17500.0
28423,Mixed-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
28428,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,4,17500.0
28433,Marine,CA,Propane,gen1_t12_incandescent,Propane,Warehouse and Storage,4,75000.0
28436,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,37500.0
28453,Marine,CA,Electricity,gen4_led,Electricity,Mercantile,3,3000.0
28464,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,0,17500.0
28471,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,3,37500.0
28490,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,1,37500.0
28494,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,1,17500.0
28514,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,5,7500.0
28521,Marine,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,6,75000.0
28529,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,3,350000.0
28539,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,1,75000.0
28540,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,6,37500.0
28575,Marine,CA,Electricity,gen3_t5_cfl,NaturalGas,Warehouse and Storage,3,75000.0
28577,Marine,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,1,17500.0
28582,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,4,75000.0
28588,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,0,150000.0
28591,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,4,75000.0
28597,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,1,37500.0
28599,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,6,150000.0
28605,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,1,17500.0
28609,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,4,37500.0
28623,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Office,1,3000.0
28627,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,6,37500.0
28630,Marine,CA,NaturalGas,gen2_t8_halogen,Electricity,Office,0,3000.0
28631,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
28644,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,4,3000.0
28664,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,3,17500.0
28668,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,7500.0
28697,Marine,CA,NaturalGas,gen4_led,Electricity,Mercantile,0,17500.0
28700,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,4,7500.0
28717,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,2,7500.0
28726,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,2,3000.0
28729,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,1,3000.0
28731,Marine,CA,Electricity,gen4_led,Electricity,Office,0,3000.0
28738,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,3,75000.0
28739,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,2,37500.0
28766,Marine,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,6,37500.0
28796,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,1,7500.0
28807,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,3000.0
28818,Marine,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,4,3000.0
28854,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,5,37500.0
28870,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Education,5,75000.0
28894,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,3,75000.0
28897,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,4,1000.0
28912,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,Electricity,Mercantile,1,7500.0
28928,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,1,17500.0
28967,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,5,37500.0
28988,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Warehouse and Storage,2,75000.0
28998,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,2,75000.0
29007,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,4,7500.0
29023,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Office,2,17500.0
29026,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,1,17500.0
29036,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,1,7500.0
29037,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
29047,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,3,150000.0
29058,Hot-Dry,CA,Propane,gen2_t8_halogen,Propane,Warehouse and Storage,3,75000.0
29081,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,4,7500.0
29084,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,2,37500.0
29107,Hot-Dry,CA,Electricity,gen3_t5_cfl,Electricity,Warehouse and Storage,6,75000.0
29152,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,5,75000.0
29156,Marine,CA,Electricity,gen4_led,NaturalGas,Food Service,0,3000.0
29157,Hot-Dry,CA,Electricity,gen4_led,Electricity,Lodging,1,150000.0
29159,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,1,3000.0
29166,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,5,75000.0
29170,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,75000.0
29179,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,5,150000.0
29196,Marine,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,1,7500.0
29202,Marine,CA,Electricity,gen4_led,Electricity,Office,6,7500.0
29223,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Mercantile,1,3000.0
29249,Marine,CA,NaturalGas,gen4_led,Electricity,Mercantile,2,37500.0
29251,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,1,3000.0
29262,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,4,75000.0
29275,Hot-Dry,CA,Electricity,gen2_t8_halogen,NaturalGas,Warehouse and Storage,4,150000.0
29287,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,3,75000.0
29290,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,7,3000.0
29294,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,3,3000.0
29316,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,5,150000.0
29320,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,0,3000.0
29322,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,2,37500.0
29326,Marine,CA,NaturalGas,gen2_t8_halogen,Electricity,Office,2,7500.0
29327,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,0,3000.0
29349,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Office,6,7500.0
29359,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,3,3000.0
29381,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,Electricity,Warehouse and Storage,1,17500.0
29386,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,5,37500.0
29387,Marine,CA,NaturalGas,gen4_led,Electricity,Mercantile,1,37500.0
29389,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,17500.0
29406,Marine,CA,Electricity,gen4_led,NaturalGas,Food Service,3,3000.0
29421,Marine,CA,Electricity,gen4_led,Electricity,Office,0,7500.0
29443,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,3,75000.0
29448,Hot-Dry,CA,NaturalGas,gen3_t5_cfl,NaturalGas,Food Service,2,7500.0
29449,Hot-Dry,CA,Electricity,gen4_led,Electricity,Education,6,75000.0
29485,Hot-Dry,CA,Electricity,gen3_t5_cfl,Electricity,Warehouse and Storage,5,37500.0
29509,Hot-Dry,CA,Electricity,gen1_t12_incandescent,Electricity,Warehouse and Storage,4,37500.0
29516,Hot-Dry,CA,Electricity,gen4_led,Electricity,Mercantile,5,1000.0
29534,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,2,17500.0
29548,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,0,3000.0
29571,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,4,7500.0
29585,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,0,75000.0
29593,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,0,7500.0
29612,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,7500.0
29616,Marine,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,1,37500.0
29622,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,3,75000.0
29626,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,6,17500.0
29634,Marine,CA,NaturalGas,gen4_led,NaturalGas,Office,0,17500.0
29674,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,5,17500.0
29678,Marine,CA,Electricity,gen4_led,Electricity,Mercantile,0,37500.0
29683,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,3,17500.0
29692,Marine,CA,Electricity,gen2_t8_halogen,Electricity,Office,4,3000.0
29700,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,5,7500.0
29703,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,6,17500.0
29704,Marine,CA,NaturalGas,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,0,7500.0
29710,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,1,150000.0
29735,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,1,7500.0
29765,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,3,17500.0
29767,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Education,5,150000.0
29774,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,4,17500.0
29790,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,1,37500.0
29806,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,0,3000.0
29816,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,2,3000.0
29822,Marine,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,2,75000.0
29823,Cold,CA,Propane,gen4_led,Propane,Office,1,7500.0
29824,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,2,37500.0
29854,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,1,37500.0
29895,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Office,3,37500.0
29910,Hot-Dry,CA,Electricity,gen4_led,Electricity,Food Service,4,3000.0
29916,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,7,37500.0
29923,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,2,75000.0
29956,Marine,CA,Electricity,gen4_led,Electricity,Lodging,0,17500.0
29982,Mixed-Dry,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,17500.0
29993,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,4,3000.0
30003,Marine,CA,NaturalGas,gen4_led,Electricity,Mercantile,5,3000.0
30007,Marine,CA,NaturalGas,gen4_led,Electricity,Mercantile,7,37500.0
30016,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Education,3,150000.0
30023,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Warehouse and Storage,4,75000.0
30024,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,75000.0
30051,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Warehouse and Storage,4,17500.0
30059,Marine,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,75000.0
30063,Marine,CA,NaturalGas,gen4_led,Electricity,Mercantile,0,17500.0
30104,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,5,37500.0
30111,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,17500.0
30116,Hot-Dry,CA,Electricity,gen4_led,Electricity,Office,4,1000.0
30123,Hot-Dry,CA,Electricity,gen4_led,Electricity,Mercantile,3,37500.0
30128,Marine,CA,NaturalGas,gen4_led,Electricity,Mercantile,3,75000.0
30145,Marine,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,3,75000.0
30165,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Office,4,7500.0
30187,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Office,3,17500.0
30188,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,3,37500.0
30201,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Office,3,7500.0
30212,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,6,150000.0
30214,Hot-Dry,CA,Electricity,gen4_led,Electricity,Food Service,5,3000.0
30256,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,1,37500.0
30281,Marine,CA,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,6,37500.0
30301,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Mercantile,0,75000.0
30306,Marine,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,3000.0
30349,Marine,CA,Electricity,gen3_t5_cfl,Electricity,Office,0,3000.0
30362,Hot-Dry,CA,Electricity,gen4_led,NaturalGas,Office,1,75000.0
30370,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Mercantile,3,7500.0
30388,Hot-Dry,CA,NaturalGas,gen1_t12_incandescent,NaturalGas,Food Service,1,37500.0
30426,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,3,75000.0
30476,Hot-Dry,CA,Electricity,gen4_led,Electricity,Food Service,2,7500.0
30479,Hot-Dry,CA,Electricity,gen2_t8_halogen,NaturalGas,Office,0,3000.0
30480,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,3,350000.0
30500,Hot-Dry,CA,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,5,75000.0
30518,Hot-Dry,CA,NaturalGas,gen4_led,Electricity,Office,1,7500.0
30521,Hot-Dry,CA,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,3,37500.0
30535,Marine,CA,Electricity,gen4_led,Electricity,Office,3,17500.0
30567,Hot-Dry,CA,NaturalGas,gen2_t8_halogen,Electricity,Office,4,75000.0
30625,Marine,CA,NaturalGas,gen4_led,NaturalGas,Food Service,7,3000.0
30628,Hot-Dry,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,5,150000.0
30643,Marine,CA,Electricity,gen4_led,Electricity,Warehouse and Storage,2,75000.0
