bldg_id,in.building_america_climate_zone,in.state,in.heating_fuel,in.interior_lighting_generation,in.service_water_heating_fuel,in.comstock_building_type_group,in.vintage,in.sqft
197193,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,1,37500.0
197194,Cold,NJ,NaturalGas,gen3_t5_cfl,NaturalGas,Office,0,7500.0
197195,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,17500.0
197201,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,5,3000.0
197237,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,150000.0
197263,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,37500.0
197272,Cold,NJ,NaturalGas,gen4_led,Electricity,Mercantile,0,17500.0
197277,Mixed-Humid,NJ,Electricity,gen1_t12_incandescent,Electricity,Warehouse and Storage,0,1000.0
197286,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Food Service,1,3000.0
197298,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,0,75000.0
197305,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Office,0,7500.0
197309,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,0,17500.0
197328,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,3,75000.0
197332,Cold,NJ,Electricity,gen4_led,Electricity,Lodging,6,37500.0
197362,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,NaturalGas,Office,2,7500.0
197382,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Warehouse and Storage,1,17500.0
197384,Cold,NJ,DistrictHeating,gen2_t8_halogen,DistrictHeating,Mercantile,3,17500.0
197403,Mixed-Humid,NJ,Electricity,gen3_t5_cfl,NaturalGas,Warehouse and Storage,1,7500.0
197407,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,5,17500.0
197424,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,17500.0
197427,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,4,17500.0
197433,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,2,37500.0
197437,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,0,17500.0
197445,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,2,17500.0
197451,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,3000.0
197489,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,4,7500.0
197503,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,1,37500.0
197504,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,5,37500.0
197510,Cold,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,2,3000.0
197518,Cold,NJ,Electricity,gen4_led,Electricity,Mercantile,6,37500.0
197543,Cold,NJ,NaturalGas,gen1_t12_incandescent,Electricity,Office,6,3000.0
197547,Cold,NJ,NaturalGas,gen3_t5_cfl,Electricity,Education,2,75000.0
197564,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,75000.0
197576,Cold,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,0,3000.0
197577,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,75000.0
197589,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,5,75000.0
197593,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Education,3,7500.0
197596,Cold,NJ,FuelOil,gen4_led,Electricity,Mercantile,2,7500.0
197602,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,1,3000.0
197607,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Office,0,7500.0
197620,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,Electricity,Office,0,37500.0
197645,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,7500.0
197648,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,75000.0
197652,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,2,37500.0
197659,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
197662,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,2,75000.0
197668,Cold,NJ,Electricity,gen1_t12_incandescent,Electricity,Office,1,3000.0
197673,Cold,NJ,Electricity,gen2_t8_halogen,Electricity,Office,2,3000.0
197676,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Office,5,75000.0
197677,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,17500.0
197686,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,3,37500.0
197687,Mixed-Humid,NJ,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,0,7500.0
197699,Mixed-Humid,NJ,Electricity,gen4_led,NaturalGas,Mercantile,0,1000.0
197701,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,75000.0
197714,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,1,37500.0
197716,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,4,75000.0
197720,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,0,3000.0
197726,Cold,NJ,NaturalGas,gen1_t12_incandescent,Electricity,Warehouse and Storage,2,150000.0
197734,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,0,17500.0
197738,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,5,17500.0
197739,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Mercantile,0,1000.0
197745,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Education,4,150000.0
197746,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,3,150000.0
197759,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,1,7500.0
197767,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Education,5,150000.0
197777,Mixed-Humid,NJ,FuelOil,gen2_t8_halogen,FuelOil,Warehouse and Storage,0,150000.0
197795,Cold,NJ,FuelOil,gen1_t12_incandescent,Electricity,Mercantile,3,37500.0
197799,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,0,17500.0
197807,Cold,NJ,Electricity,gen2_t8_halogen,Electricity,Office,1,3000.0
197810,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,7500.0
197817,Cold,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,0,7500.0
197825,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,0,17500.0
197827,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,1,7500.0
197829,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Mercantile,7,37500.0
197852,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Office,7,17500.0
197860,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,75000.0
197869,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,0,75000.0
197880,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,0,17500.0
197899,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,5,75000.0
197906,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,1,7500.0
197917,Mixed-Humid,NJ,Electricity,gen1_t12_incandescent,Electricity,Food Service,0,3000.0
197923,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,7500.0
197931,Cold,NJ,DistrictHeating,gen3_t5_cfl,DistrictHeating,Mercantile,4,17500.0
197941,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,3000.0
197947,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,7500.0
197949,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,6,350000.0
197951,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,0,7500.0
197955,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
197968,Mixed-Humid,NJ,Electricity,gen4_led,Electricity,Mercantile,3,37500.0
197977,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Warehouse and Storage,5,75000.0
197986,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,0,17500.0
197987,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,7500.0
197997,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,75000.0
198001,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,3000.0
198003,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
198005,Cold,NJ,NaturalGas,gen1_t12_incandescent,Electricity,Office,5,7500.0
198030,Cold,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,3,3000.0
198033,Mixed-Humid,NJ,Electricity,gen4_led,Electricity,Office,2,75000.0
198035,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Mercantile,6,75000.0
198044,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,1,3000.0
198060,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Mercantile,1,7500.0
198062,Cold,NJ,NaturalGas,gen4_led,Electricity,Mercantile,0,7500.0
198065,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Office,0,3000.0
198066,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Warehouse and Storage,5,37500.0
198092,Mixed-Humid,NJ,Electricity,gen1_t12_incandescent,Electricity,Office,2,17500.0
198093,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,3,350000.0
198094,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,2,75000.0
198101,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,Electricity,Office,3,3000.0
198106,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,75000.0
198111,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,4,1000.0
198116,Mixed-Humid,NJ,FuelOil,gen1_t12_incandescent,FuelOil,Office,1,3000.0
198127,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Food Service,4,3000.0
198134,Cold,NJ,NaturalGas,gen4_led,Electricity,Office,6,1000.0
198142,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,5,17500.0
198162,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Mercantile,0,17500.0
198166,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Food Service,2,17500.0
198170,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,5,17500.0
198181,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Mercantile,0,75000.0
198184,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,0,7500.0
198219,Cold,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,75000.0
198225,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,3000.0
198227,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,4,37500.0
198237,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,6,17500.0
198253,Mixed-Humid,NJ,Electricity,gen4_led,Electricity,Mercantile,2,17500.0
198267,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Office,0,17500.0
198284,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,0,3000.0
198337,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,3,7500.0
198371,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,3,17500.0
198383,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Food Service,1,7500.0
198393,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
198400,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,37500.0
198404,Cold,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,4,37500.0
198410,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,4,7500.0
198418,Cold,NJ,Propane,gen2_t8_halogen,Propane,Food Service,0,3000.0
198438,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Education,4,37500.0
198444,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Mercantile,0,7500.0
198445,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Office,3,17500.0
198453,Cold,NJ,Electricity,gen2_t8_halogen,Electricity,Mercantile,0,75000.0
198458,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,3000.0
198462,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,1,37500.0
198465,Cold,NJ,NaturalGas,gen4_led,Electricity,Office,1,17500.0
198468,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Education,5,150000.0
198481,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Mercantile,0,17500.0
198494,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,3000.0
198513,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Office,1,150000.0
198516,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,2,7500.0
198555,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,1,37500.0
198558,Cold,NJ,Electricity,gen2_t8_halogen,Electricity,Office,3,17500.0
198601,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Food Service,0,1000.0
198613,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,1,17500.0
198618,Cold,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,5,17500.0
198629,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,0,3000.0
198634,Cold,NJ,NaturalGas,gen4_led,Electricity,Mercantile,1,37500.0
198641,Mixed-Humid,NJ,Electricity,gen4_led,Electricity,Office,0,7500.0
198653,Cold,NJ,Electricity,gen4_led,NaturalGas,Lodging,4,75000.0
198659,Mixed-Humid,NJ,Electricity,gen4_led,Electricity,Office,1,17500.0
198661,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
198663,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,2,7500.0
198665,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,4,75000.0
198675,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,6,17500.0
198680,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,37500.0
198693,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,4,17500.0
198697,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,4,75000.0
198700,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,5,150000.0
198728,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,17500.0
198729,Mixed-Humid,NJ,Propane,gen1_t12_incandescent,Propane,Food Service,4,7500.0
198744,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,0,37500.0
198750,Cold,NJ,Electricity,gen2_t8_halogen,Electricity,Office,2,7500.0
198755,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,6,75000.0
198760,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,37500.0
198766,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Office,2,7500.0
198772,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,5,3000.0
198779,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Education,5,37500.0
198782,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,0,150000.0
198800,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,17500.0
198829,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Office,0,3000.0
198844,Cold,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,0,7500.0
198847,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,17500.0
198851,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Food Service,2,3000.0
198874,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,1,75000.0
198877,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,7,7500.0
198899,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
198902,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Office,2,3000.0
198909,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Warehouse and Storage,4,37500.0
198915,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,1,37500.0
198930,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Office,0,7500.0
198944,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,17500.0
198947,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,0,3000.0
198959,Mixed-Humid,NJ,NaturalGas,gen3_t5_cfl,Electricity,Office,0,7500.0
198986,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,6,75000.0
198989,Mixed-Humid,NJ,NaturalGas,gen3_t5_cfl,Electricity,Office,4,3000.0
198997,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,75000.0
199010,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,0,37500.0
199025,Cold,NJ,NaturalGas,gen1_t12_incandescent,Electricity,Education,3,75000.0
199027,Cold,NJ,NaturalGas,gen1_t12_incandescent,Electricity,Mercantile,0,37500.0
199067,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,6,17500.0
199068,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,1,7500.0
199070,Cold,NJ,Electricity,gen4_led,Electricity,Office,6,7500.0
199087,Cold,NJ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,0,37500.0
199088,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
199091,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,3,75000.0
199099,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,3000.0
199103,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
199117,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,3,75000.0
199125,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,2,7500.0
199146,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Office,3,7500.0
199152,Mixed-Humid,NJ,Electricity,gen4_led,Electricity,Mercantile,0,75000.0
199158,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,17500.0
199162,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,5,75000.0
199163,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,2,75000.0
199170,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,75000.0
199179,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,0,3000.0
199189,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,37500.0
199192,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,7500.0
199200,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Mercantile,0,1000.0
199224,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,4,7500.0
199235,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,75000.0
199245,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,1000.0
199248,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Office,2,75000.0
199259,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,7500.0
199268,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,3,37500.0
199282,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,75000.0
199284,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,3000.0
199290,Cold,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,6,3000.0
199296,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,75000.0
199304,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Office,5,3000.0
199312,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
199319,Mixed-Humid,NJ,Electricity,gen1_t12_incandescent,Electricity,Office,0,1000.0
199330,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Office,4,17500.0
199331,Cold,NJ,NaturalGas,gen3_t5_cfl,NaturalGas,Office,0,3000.0
199332,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Office,2,7500.0
199339,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Office,0,17500.0
199348,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,4,17500.0
199361,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Mercantile,0,7500.0
199363,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,Electricity,Warehouse and Storage,2,75000.0
199366,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,1,17500.0
199379,Cold,NJ,NaturalGas,gen4_led,Electricity,Mercantile,1,17500.0
199382,Cold,NJ,Electricity,gen4_led,Electricity,Lodging,4,7500.0
199389,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Office,1,17500.0
199399,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,1,1000.0
199415,Cold,NJ,NaturalGas,gen4_led,Electricity,Mercantile,5,37500.0
199426,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,0,17500.0
199427,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Mercantile,6,37500.0
199428,Mixed-Humid,NJ,Electricity,gen1_t12_incandescent,Electricity,Mercantile,0,7500.0
199430,Cold,NJ,Propane,gen3_t5_cfl,Electricity,Food Service,1,1000.0
199448,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Office,2,3000.0
199455,Mixed-Humid,NJ,Electricity,gen4_led,Electricity,Mercantile,0,3000.0
199465,Cold,NJ,NaturalGas,gen3_t5_cfl,Electricity,Mercantile,0,75000.0
199476,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Office,0,3000.0
199495,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Office,0,7500.0
199507,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Warehouse and Storage,2,350000.0
199510,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
199511,Mixed-Humid,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,4,75000.0
199517,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Mercantile,0,37500.0
199531,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,3000.0
199548,Mixed-Humid,NJ,Electricity,gen2_t8_halogen,Electricity,Office,0,3000.0
199577,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,0,3000.0
199584,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,2,350000.0
199587,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,37500.0
199588,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,2,17500.0
199598,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Office,7,17500.0
199614,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,17500.0
199639,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Warehouse and Storage,2,7500.0
199658,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,75000.0
199660,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,4,17500.0
199686,Cold,NJ,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,1,17500.0
199693,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Warehouse and Storage,1,7500.0
199697,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,37500.0
199701,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Warehouse and Storage,2,350000.0
199704,Mixed-Humid,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,0,17500.0
199711,Mixed-Humid,NJ,NaturalGas,gen3_t5_cfl,NaturalGas,Warehouse and Storage,0,37500.0
199721,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,3,75000.0
199722,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,0,17500.0
199728,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,0,7500.0
199757,Cold,NJ,FuelOil,gen2_t8_halogen,Electricity,Mercantile,0,75000.0
199766,Cold,NJ,NaturalGas,gen4_led,NaturalGas,Mercantile,2,75000.0
199768,Cold,NJ,NaturalGas,gen2_t8_halogen,Electricity,Office,1,17500.0
199769,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,2,37500.0
199783,Mixed-Humid,NJ,NaturalGas,gen4_led,Electricity,Mercantile,0,75000.0
199796,Mixed-Humid,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,75000.0
199801,Cold,NJ,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,0,3000.0
199805,Cold,NJ,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
